id,episodeNumber,title,overview,stillPath,season_id,videoUrl
1490463,576,The Alibi of the Black Dress (2),"The police investigate the glass the gothic girl was drinking which holds Kuze's fingerprints. At the ghotic lolita shop where Kuze bought her clothes. The employee there revealed that the gothic clothes were sold in pairs causing Conan to receive an epiphany on Shoudou's allibi. Conan tranquilizes Kogoro and reveals that the gothic girl that entered the tea house was Shoudou and that the glass was pre-prepared with Kuze's fingerprints. As evidence, Conan reveals that the wound on Shoudou's hand reveals that she was scratched by Kuze while strangling her and that her blood must be in the public restroom somewhere. Soon after, Takagi calls confirming that a luminol reaction was positive in one of the stalls and that a test will prove whose blood it is. Shoudou confesses and reveals that Kuze caused her to lose her boyfriend, housing, job, and friends as Kuze wanted Shoudou all to herself.",/4j8sRi3RdgEYwkRFfjAa0Wwvjta.jpg,42543,https://vidsrc.to/embed/tv/30983/1/576
1490465,577,The Fireflies that Light up the Truth,"The Detective Boys attend a firefly festival to commemorate a shinto shrine in a village. The truck soon arrives with the fireflies and they are released into the fields. Later one of the truck drivers, Tokurou Nakamine, is found murdered and three of the villagers are the prime suspects. Conan notices a flashlight Genta found inside the truck and realizes who the murderer is. Using Agasa, Conan reveals the second truck driver, Shuchirou Tarumi, to be the murderer. Conan reveals that Tarumi murdered Nakamine in a desolated location near the village before turning the truck around and meeting with the other villagers. As evidence, Conan reveals the flashlight Genta found was actually a dictation machine with Nakamine's voice recorded on it. Tarumi takes Haibara hostage and attempts to flee but is eventually apprehended. Conan reveals that Tarumi's was tried of being blackmailed by for embezzling money from the firefly project and Nakamine's company and thus motivated his murder.",/ezsqt6fv4WcWGpMZ4dJexbCMCPY.jpg,42543,https://vidsrc.to/embed/tv/30983/1/577
1490466,578,The Calling of the Red Omen Crisis,"The Detective Boys run into a strange man named Kyouzou Daita who invites them to a cake shop after they apprehended a thief who robbed him. While talking with him, Conan notices the man is acting strangely. That night, the Detective Boys confront him and reveal he plans to kill himself and make it look like an accident in order to use the insurance money to pay for his grand daughter's surgery. Daita confesses and reveals that after losing a winning lottery ticket, he contemplated suicide was his only option. Conan deduces that the lottery ticket is in his reading glasses case containing his after hearing his story. Daita, happy to have the money for the surgery, jokingly tells the Detective Boys he also thought of robbing a bank causing the Detective Boys to discuss the fact that a man resembling Shuichi Akai's description was at the bank.",/5ujUs9p8uWcGzB82anoG66Brs77.jpg,42543,https://vidsrc.to/embed/tv/30983/1/578
1490467,579,The Thirteen Black Suggestions,"The man explains he was knocked unconscious in the bathroom and found himself like that and that the bomber threatened that if anyone leaves the floor or calls the police, the bomber will detonate the bombs on that floor. He discloses the bomber's demands, to find the sender of thirteen red shirts. Meanwhile, Jodie has been searching for evidence of Akai in the department store. While Conan and Kogoro investigate, Conan discovers from the receipt that the shirts were bought on different days but always at 12:28 and that there are creases on the thirteen red shirts. At the same time, the Black Organization waits outside the department store with snipers waiting for Akai. Gin holds a gun to Kir's head explaining that if Akai is alive, he will kill her.",/mf5rOUl9sD4tQW7ytDAj0CKe82L.jpg,42543,https://vidsrc.to/embed/tv/30983/1/579
1490468,580,The Black Time Limit Drawing Near,"Conan arranges the red shirts in the order they were sent and folds them along the creases and deduces that the way the shirts were folded reveal a code. Elsewhere, Jodie spots Akai is on the floor where the bombing incident is taking place. Conan uses the cashier room's computer in order to search for a disaster that occurred in a snowy mountain on December 28. Okiya, who happens to be on the same floor, examines the red shirt and concludes the sender is related to a disaster that occurred on a snowy mountain and smiles slyly when he notices Akai in the crowd. Conan tranquilizes Kogoro and discloses that the bomber's behavior is inconsistent; He was desperate to search for the sender of the red shirts, yet he found the time to kidnap and strap a bomb onto the man. Conan then declares that the man strapped with the bombs is actually the bomber.",/z0CqWKBH2GVlpArDefgoKxB1zhE.jpg,42543,https://vidsrc.to/embed/tv/30983/1/580
1490469,581,The Target of Shaking Red,"Conan explains it would be impossible to always have a shirt bought on 12:28 for all thirteen days and reveals the sender to be the cashier, Mai Seta. Seta reveals that the bomber murdered her father thirteen years ago in order to hide the fact he was embezzling money from her father's company. Conan reveals that the shirts creases are flag signals conveying the message ""I saw you burying it"". The bomber denies the murder until Conan discloses that the body must be near the cabin since the bomber was a novice at mountaineering. The bomber confesses and explains he wanted the best for his son to stop him from running away from home. Seta asks Conan how he knew it was related to the mountains to which Kogoro answers by reading the deductions he received from a cellphone text message. Conan and Ran trace the call to a man who explains he did not send the message and reveals a man resembling Akai was the one who gave him the phone.",/gJPZ6qU9IvaUwtXXPEMe4VvQ0jE.jpg,42543,https://vidsrc.to/embed/tv/30983/1/581
1490470,582,The Night the Zombie Died,"Kogoro, Ran, and Conan are invited to comedian Asako Fujimori's birthday party, even though Kogoro failed to find her stalker. When they arrive, they discover that Fujimori has stabbed a man in a zombie mask. They presume that the zombie is Fujimori's stalker, but discover that it is Jiro Imaoka, Fujimori's partner in her comedic career. While investigating, Kogoro deduces that Imaoka wanted to scare Fujimori to worsen her heart condition and force her to retire as his comedic partner and concludes the murder to be self defense. Conan's investigation leads him to believe Fujimori made up the stalker in order to murder Imaoka. He tranquilizes Kogoro and reveals that Fujimori and Imaoka met at a nearby park, evidenced by the cockleburs found on them. Fujimori then pretended to lose her key and faked a heart attack forcing Imaoka to enter through the apartment's balcony to retrieve her heart medication. Fujimori, enters her apartment before Imaoka does and murders him.",/jCWaDfYr0doMmFTpkhi1MdEDsW.jpg,42543,https://vidsrc.to/embed/tv/30983/1/582
1490471,583,The Love of Kobayashi-sensei,"Kobayashi insists on escorting the Detective Boys to the fireworks festival after hearing about a series recent robberies. Kobayashi becomes lost on the way when they decide to take a shortcut and witnesses a feud between two people in an alleyway which results in one of them being stabbed to death. At the police station, Shiratori questions Kobayashi about the murder of the woman named Akira Sumida. Kobayashi explains she heard a female voice threatening to kill the other in the midst of the argument. She adds on that the culprit was likely female due to her breasts and she saw a truck with the partially covered number 09 across the alley. Kobayashi leaves to go to the washroom when she overhears some officers mentioning how Shiratori may be dating Kobayashi only because she resembles Sato and is heartbroken.",/pcMDFqZ3BL8g6AK4RbcRwlfr1f1.jpg,42543,https://vidsrc.to/embed/tv/30983/1/583
1490472,584,The Lost Love of Inspector Shiratori,"Shiratori has Kobayashi listen to the three suspect's voices and has determined none of them was the voice that shouted out and storms out of the police station. Haibara explains Kobayashi must have seen Sato and heard the rumors that Shiratori is only settling for Kobayashi in place of Sato. Shiratori attempts to rectify the misunderstanding and confronts Kobayashi revealing they met many years ago in a bookstore when confronting a pair of thieves. Kobayashi is unable to remember the event and replies it must have been Sato. Later that night at the school, Kobayashi receives a phone call asking to meet her at the music room when a presence behind her shocks her.",/s1sMMAn0F30VWT9lBRSzCeTflkR.jpg,42543,https://vidsrc.to/embed/tv/30983/1/584
1490473,585,The Love of Sakura that Exceeds the Time,"Kobayashi enters the music room where the culprit proceeds to attack her. However, she manages to incapacitate the culprit with a suplex and is revealed to be Sato in disguise. The Detective Boys and Shiratori appear revealing Sato replaced Kobayashi in the hallway and names the culprit to be Ryuusuke Kodama. The Detective Boys reveal that Kobayashi's testimony was correct and that she mistook Kodama to be a woman in the alley due to his long hair and the position of his arm making him seem as if he had breasts. Conan explains the woman's voice that was heard belonged to the victim, and that 09 was actually OS and stood for the first two letters of Osaka Nico Nico transportation. Shiratori reveals that they questioned the truck driver who saw the victim and Kodama entering the alley. Kodama confesses and explains that Sumida planned to kill Kodama to receive money from his life insurance to settle his debt and murdered her in self-defense.",/kt0lyTZGiLtMVQUk2g2ZtCRF7l8.jpg,42543,https://vidsrc.to/embed/tv/30983/1/585
1490474,586,The Kirin's Horn that Disappeared Into the Darkness,"Jirokichi stakes the key into the wall and awaits for Kid's arrival. Kid causes a blackout and the timed explosives destroys the windows causing strong winds to rush inside the shrine. While the Detective Boys protect the pedestals, the center pillar is heard opening. When electricity is restored, they discover Kirin's horn is missing, Conan is knocked out by a taser, and cards signed by Kid attached to all four pedestals. Jirokichi reveals that the shrine had been secretly enforced with steel and an alarm would sound if Kid had escaped through the door and proclaims Kid must be in disguise and inside the shrine; The suspects are Jirokichi, Ginzo Nakamori, or one of the three reporters. Haibara deduces from the inscribed message on the pillar that there is another method to open the pillars without the use of the keys. From the colors and Kanji on the pedestals, Haibara discerns they represent the Four Symbols: the Vermilion Bird, White Tiger, Black Tortoise, and Azure Dragon.",/vwZjKi9U3vJCEk7Ng5X7haU4qRo.jpg,42543,https://vidsrc.to/embed/tv/30983/1/586
1490475,587,Kid vs. the Four Spirits of the Detective Boys,"The Detective Boys discover Conan is feigning to be in an unconscious state to deduce Kid's motive for stunning him. The Detective Boys inform Conan what occurred during the black out allowing him to deduce who Kid is disguised as. Conan has Haibara reveal to the adults that Kid manipulated the Detective Boys, unknowingly, into opening the center pillar by having them lean on the pedestals. Haibara explains that the Four Symbols each represent a season; The inscribed writing in the pillar describes going with the flow, and when the pedestals are pushed in the order of Spring, Summer, Autumn, and Winter, the center pillar opens. She reveals that Nakamori had asked them to protect the pedestals in exactly the same order and reveals Nakamori to be Kid. Haibara discerns the cards were attached to the back of the Detective Boy's custom made anoraks disproving Kid had an accomplice.",/jNnrltEniKQB58c53bMsZRvAoWf.jpg,42543,https://vidsrc.to/embed/tv/30983/1/587
1490476,588,The Trap of the Rooftop Farm,"Kogoro, Ran, and Conan are invited to assist in a rooftop farm. Once there, they discover the elderly farmer, Takehiko Nakamura, dead from a head injury. The police are brought in and the other three farmers are interrogated for the death. Conan's discovers a shattered brick with a hole and discerning how Nakamura was murdered, tranquilizes Kogoro and reveals the farmer Marie Inoue to be the murderer. Conan reveals that she hung a brick on the handrail and concealed it with a towel and lured Nakamura to it with a phone call. When he was close enough, she pulled a rope connected to the brick hitting him on the forehead causing him to lose his balance and having him fall into the corner of the water tank. As evidence, Conan explains the towel's paint mark is from the handrail and that the rope must be in Inoue's home. Inoue confesses and reveals that Nakamura killed her crop which were grown from her father's final harvest.",/oKiYkLO38QoMbMM4fb2lYFuYEre.jpg,42543,https://vidsrc.to/embed/tv/30983/1/588
1490477,589,The Worst Birthday (1),"Ran discovers a receipt for a necklace in Kogoro's wallet and discerns that he is going to give it to Eri as a birthday present. Ran decides to enter a raffle draw to win a luxury hotel trip for her parents and succeeds in winning the tickets. Eri reschedules to meet her client at the hotel upon hearing about the supposed necklace. Her client, Akiho Koukuba, enters Eri's room after getting into a fight with her husband, Takehiko Koukuba, and falls asleep. Eri arranges for Takehiko to retrieve his wife and leaves to eat dinner with her family. She returns to her room, disappointed by Kogoro's behavior and the lack of a present and opens a carbonated drink but is soaked by the can; After showering to wash off the drink, she returns and finds Akiho dead in her room.",/r5nW1f3NMFBUfQ6cJ2t96fThptq.jpg,42543,https://vidsrc.to/embed/tv/30983/1/589
1490478,590,The Worst Birthday (2),"That night, Conan realizes how the murder was done and who the culprit is. The next day, he drops a hint for Kogoro by spilling ketchup on a food cart which creates an evenly spaced ketchup stain on the floor, miming the victim's blood stain. Kogoro has the police gather the suspects and declares Takehiko to be the culprit. He reveals that Takehiko placed his toy cars under the bed legs allowing the bed to easily slide. They evidence it with Takehiko's statement, when he said that James Dean's car was a Porsche 911, but in reality it was a Porsche 550; revealing he used the 550 in the crime. Takehiko asks how would he know Eri was going to take a shower. Eri reveals that Takehiko filled her fridge with only carbonated drink and Takehiko knew that Alcohol would make one thirsty. As evidence, the murder weapon, the ashtray in Takehiko's room, should contain Akiho's blood. Takehiko confesses and reveals that Akiho threatened to kill him to inherit his money.",/gaTK8E8633jzDBvpqD08zNxmCag.jpg,42543,https://vidsrc.to/embed/tv/30983/1/590
1490479,591,The House With an Aquarium,"Agasa takes the Detective Boys to the house of a famous aquarium designer, Nishida. Kousuke Imura lets them into Nishida's home when Nishida does not answer the door. The Detective Boys find Nishida drowned in his bathtub. The police determine that Nishida died the night two days prior and from falling asleep in his bathtub due to alcohol consumption. Conan's disproves the theory explaining that the bathroom light was not on when they found him. The police investigate Imura's alibi which confirmed he was in Guam for the past two days at a shooting range. Conan investigates and realizing how the murder is done, impersonates Agasa's voice and declares Imura the murderer. He explains that Imura used the cooler from the shrimp's tank to fake the time of death, evidenced by the wet glue that has yet to dry on Nishida's fingertip and the dead shrimps in the same aquarium.",/1afqUhhoFKT5NTRnbiqFXOnKlc1.jpg,42543,https://vidsrc.to/embed/tv/30983/1/591
1490480,592,The Tori's Pledge of Monkeys and Rakes (1),"Kogoro and Conan are taken by Ran and Sonoko to a Rooster Festival. Ran and Sonoko sneak off to have their love fortunes predicted. Sonoko reads Ran's fortune which strongly suggests her to be feminine and avoid mannish conducts. Sonoko is then robbed by a man wearing a hyottoko mask who flees with her purse towards Ran. Ran, hesitant by her love fortune, does not incapacitate him with karate and allows him to escape. Kogoro explains the man has been dubbed as the Rooster Man and is a serial robber at Rooster Festivals. Ran and Sonoko takes Conan with them to visit the festival again to have their love fortunes retold. A woman's scream is heard and they discover that the Rooster Man was spotted and stabbed a man before escaping. Before losing consciousness, the stabbed man, Shiro Masuko, tells Conan it is not rooster but saru (猿, lit. monkey) and shows him nine fingers. Conan investigates the backpack left behind by the Rooster Man and discovers all the possessions stolen by him.",/5SRhnFulUfDwL9E8hG84jv5sL53.jpg,42543,https://vidsrc.to/embed/tv/30983/1/592
1490481,593,The Tori's Pledge of Monkeys and Rakes (2),"It was discovered the button did not belong to any of the suspects. As Conan investigates, he is able to deduce Masuko's message when he realizes it is related to the Chinese zodiac and reveals to Kogoro that the culprit is Shinji Mizunoe. Conan explains that the ninth sign of the Chinese zodiac refers to Monkey and is written as shin (申, lit.) in Han. Nine also dictates the Sexagenary cycle where the ninth celestial stem Rén (壬) can be read in as Mizunoe in Kunyomi. As for Mizunoe's alibi, Conan explains Masuko was the original Rooster Man and Mizunoe only impersonated him in an attempt to murder him. Conan suggests to Kogoro to have the police investigate to see if the button belongs to Masuko. They discover Ran has the button and realize Mizunoe may attack her for it. Ran is tasered by Mizunoe and has her wallet taken from her. Before killing her, Mizunoe finds Ran's love fortune and reads its content which suggests Ran to be herself.",/4YLw6xChducAvqHQzAjtHbbSD6U.jpg,42543,https://vidsrc.to/embed/tv/30983/1/593
1490483,594,The Seven Wonders Tour in Hiroshima and Miyajima (Miyajima),"Conan, Ran, and Kogoro arrive in Hiroshima to meet a film crew who plan to film them touring Miyajima, Hiroshima. The assistant producer, Yuuichi Kitamura, gets severe stomach pain that causes him to be bedridden. They take a ferry to Miyajima and begin filming. In front of Itsukushima Shrine, a crew member finds out salt was added to his drink; the film crew then notices a familiar man in a crowd and assumes him to be at fault. The film crew arrives at a red-leaf bun pastry shop owned by Yayoi Ayase which has a specialty of red-leaf bun called Misen's Seven Wonders, based on the seven wonders of Mount Misen: The eternal flame of Daishō-in, The plum tree grown from Kūkai's khakkhara, a boulder that ebb and flows the saltwater of Hiroshima Bay, a boulder inscribed with Kūkai's writing, the sound of a goblin's clapping, a special cherry blossom that undergoes deciduous all season long, and lights dubbed as dragon fire over Hiroshima Bay.",/ztoLTSzc4AmccN6ggkGnuZOuCeL.jpg,42543,https://vidsrc.to/embed/tv/30983/1/594
1490484,595,The Seven Wonders Tour in Hiroshima and Miyajima (Hiroshima),"Realizing only the wonder left is the dragon fire, the film crew decide to let Kogoro investigate in order to stop Shinroku before he attacks them again. As they learn more about Shinroku, the director is stabbed with a dragon designed dagger and hospitalized as a result. That night at the hotel, the culprit attempts to sneak into a room and attack someone but is ambushed by the crew and police. They reveal they moved that person away and declare the culprit to be Yuuichi Kitamura. Conan tranquilizes Kogoro and reveals Kitamura was the cause of Yayoi's parent's deaths as he had been hiking in a dangerous area and a button of his was found by Shinroku. Shinroku realized who the button belonged to two weeks prior when he saw a picture of the old crew and investigated Kitamura in Tokyo. When Shinroku met with Kitamura in Hiroshima, Kitamura drugged him with sleeping pills and disguised him as himself to establish an alibi.",/51l6WaQJquoDngenBkUxQC2yAWE.jpg,42543,https://vidsrc.to/embed/tv/30983/1/595
1490485,596,The Alibi that Fell,"Kogoro is called to meet with Toshio Higashiyama at his company building and takes Ran and Conan with him. Upon entering the building, they are asked to call his sectional number, 423. After getting in contact with him on the phone, they witness the employee Fujihiko Takahaka, fall from the building to his death. The police are called to the scene and enter Takahaka's office discovering a typed suicide note. Conan notices the window is open, a dry spot over the ledge of the window, and a piece of a theatrical property was found on the body and gives Kogoro hints allowing him to deduce Takahaka's death. He reveals the prop is the one used in fictional children's show where when shot with a laser gun, deflates. The prop was used to keep Takahaka's inert body from falling out the window, and was deflated resulting in his death and allowing the culprit to establish an alibi.",/hzmvGs1f1ZiFFMcPBermVZUcgvc.jpg,42543,https://vidsrc.to/embed/tv/30983/1/596
1490486,597,The Scenario of the Locked Steam Room (1),"Agasa takes the Detective Boys with him to a sauna as he fixes his product. At the sauna, the kids are introduced to four cast members filming a drama about a hitman. Since the sauna is crowded, the kids decide to bathe in the early morning. As they head to the sauna, Ai and Ayumi discover the Ganji Tetsuyuma, the scriptwriter, dead. The police arrive and conclude that Tetsuyuma slipped on a bar of soap and hit his head on the rocks. Conan reveals it was a murder and points out that water on the victim's body reveal the culprit washed something off and deduces it to be blood. The police assume the culprit waited at the verandah for the victim before committing the murder and begin searching for people entering the sauna without alibis; the suspects are the three other cast members.",/xeyTz8uyPs3c3Tj2XYXqopEUQxW.jpg,42543,https://vidsrc.to/embed/tv/30983/1/597
1490487,598,The Scenario of the Locked Steam Room (2),"As the police continue their investigation, they discover a plastic tea bottle filled with water in the dressing room, match cinders floating on the water, and Tetsuyuma's silver-gemed ring. It is also revealed that all the suspects have been seen in the hotel after the sauna was closed disproving their previous theory. Conan uses his voice changing bowtie to impersonate Agasa to reveal the one waiting on the veranda was the victim and the Tetsuyuma spotted heading to the sauna was the culprit Junsaku Tansawa in disguise. Conan explains Tansawa tricked the victim into staying in the women's sauna all night in order to see the naked Mishio Natori, the heroine; This is evidenced by the bottle in the dressing room which Tetsuyuma used to stay hydrated and the match cinders used to smoke his pipe. As evidence towards Tansawa as the culprit, Conan reveals that he was completely engrossed in pretending to be Tetsuyuma that he took the silver ring without noticing.",/4r5vE7vg7NHcDxfgGeNrqDjDfqf.jpg,42543,https://vidsrc.to/embed/tv/30983/1/598
1490488,599,Friend of Justice,"Conan and Ran are on a train and are confronted by a pickpocket but is saved by an elderly man named Tokuma Norizuki. As the train passes Sugamo Station, they notice the police investigating something under the railway. Conan and Ran discover that a man named Kanemura, a local conartist, was killed by a head injury. Norizuki claims he witnessed Kanemura's boss, Takehiko Kiriya, committed the murder. Kiriya said he was called to the crime scene by Kanemura's friend and proclaims he is not the culprit. Conan asks Takagi to investigate on Norizuki and learns that Norizuki's girl friend, Mitsu, was a victim to their conartist group which resulted in her death. Ran is able to stop Norizuki from murdering Takeshi Motegi, Mitsu's conartist and the police arrive. For the previous murder, Conan reveals that Norizuki got off the train 15 minutes late, revealed by the exiting time on his smart card.",/mJu1ZyDM6LA5uXwVhCy7bIFBELK.jpg,42543,https://vidsrc.to/embed/tv/30983/1/599
1490489,600,The Dream of the Kappa (1),"Kogoro receives a request from a letter by Mika Tatezato to investigate the murder that occurred at an inn eleven years ago. On the way, they pick up a teacher named Rokurou Tokobi who requests for them to stop by a grave site before heading to the inn. Tokobi explains that Tatsuhiko Numayama, a student of his, drowned in the river by the inn which is owned by Tatsuhiko's father, Banzou Numayama. They meet Kazuki Araiwa who is paying his respects to Tatsuhiko as it is the anniversary of his death. They are later approached by Banzou who tells them to forget about his sons death. They arrive at the inn and learn that Mika Tatezato is not on the guest list. They are then introduced to reporter Bosuke Nohira who explains the kappa spotted in the area is the culprit to the murder eleven years ago; Ran is horrified to realize that the characters in Mika Tatezato can be turned into the characters for kappa. They return to the grave site to search for Ran's cellphone.",/1BxrzE3DxbXoSRn1Zx5exqXONC3.jpg,42543,https://vidsrc.to/embed/tv/30983/1/600
1490490,601,The Dream of the Kappa (2),"As Conan investigates, he realizes how the culprit was able to drown Bonzou with swamp water in his own attic. Conan tranquilizes Yamamura and reveals the murderer to be Tokobi. Conan explains combining the water bottle and the paint bottles would be able to carry enough swamp water to commit the crime; The water was then poured into a basin where Bonzou was suffocated in. This is evidenced by the diluted paint that are currently in the containers. Tokobi professes to the murder and exclaims Bonzou ordered his son to disguise himself as a kappa and play in the river in order to attract customers to the inn. Conan clears the misunderstanding, explaining that Tatsuhiko must have done it on his own accord in secret since he burrowed a paint set from Tokobi instead of buying paint himself. Araiwa confirms Conan's deductions, explaining how Bonzou removed Tatsuhiko's disguise as to not shame his son after his death.",/3kAhqyZCxDcY947QieApUPVhdgo.jpg,42543,https://vidsrc.to/embed/tv/30983/1/601
1490491,602,The Devil Hiding at the Tennis Court,"Sonoko takes Ran and Conan with her to cheer for her senior tennis player, Takao Goutou. Goutou collapses in the middle of the match due to poisoning and is rushed to the hospital. The ones who are suspected to have poisoned him are one of the two girls he is dating, and Sonoko who becomes the prime suspect when poison is found on her glove. Conan tranquilizes her and reveals the culprit to be the captain of the tennis team, Fumihiro Azuma. Conan explains Azuma high-fived Goutou with a poisoned glove and poisoned his hand; thus explaining why poison was found from Goutou's drink, towel, and Sonoko's glove. As a result, Goutou ingested the poison when he licked his fingers while changing the grip to his racquet. As evidence, Azuma's glove was found hidden in a tennis ball and poison was confirmed to be on it. Azuma confesses explaining Goutou injured him purposely to usurp his position in the competition and consequently made him lose his sponsors and scholarship.",/1MsPYyqTINC3aa7IyyCZMyoeMcR.jpg,42543,https://vidsrc.to/embed/tv/30983/1/602
1490503,603,The Seance's Double Locked Room Mystery (First Locked Room),"Conan, Mouri, and Ran are lost in the woods and arrive at a mansion where they are introduced it a fan club for Kira Miyahara, the heroine of a movie titled Blackmagic Girl who was supposedly killed in a car accident a year ago and whose body was never found. They are introduced to the club members: Kouji Yatsukawa, assistant director of Nichiuri TV; Reiki Hirasaka, the creator of the Blackmagic Girl series; Shouko Utakura the aspiring gravure idol; Yutaka Kani the president of Kira's fan club; Kazuo Hoonogi the doctor; Maho Izumi, a timid member of the club; and Ryuuichi Mifune a cosplay cameraman. They tell Kogoro that they are holding a séance to communicate with Kira Miyahara. During the séance, ghostly signs begin to show themselves and Kira's voice has heard swearing vengeance on her killers. Conan and Kogoro reveal the special effects to be activated by a remote control in Hirasaka's possession.",/etHlaCx6Y1D9SUJBQE9ii5uO3nd.jpg,42543,https://vidsrc.to/embed/tv/30983/1/603
1490504,604,The Seance's Double Locked Room Mystery (Second Locked Room),"Hoonogi reveals that he discovered Hirasaka in his room dead. Kogoro breaks open the room and confirms Hirasaka died from drinking poisoned wine. The police arrive at the mansion where Kogoro shows them both locked rooms. In the séance room, Kogoro explains that the front door was padlocked from the inside and the only way out is through high window. The high window can only be opened with a switch in the room. In Hirasaka's room, a small window is found above the door but too small to fit a person through. On the floor of the room were the ripped posters of Kira from the séance room. The keys to both rooms were found in Hirasaka's drawer. The police interview the club members and discover Hirasaka, Hoonogi, and Sawanami have received threatening messages from a fan of Kira and their goal with the séance was to find the culprit. They deduce that the one sending the messages, swapped the recording, is the same person who committed the murders.",/fErrsYIJpCZH8FbhQjLwGkVDHbi.jpg,42543,https://vidsrc.to/embed/tv/30983/1/604
1490505,605,The Seance's Double Locked Room Mystery (Opening of the Locked Room),"Conan investigates the two rooms one last time and brings Kogoro to the séance room and tranquilizes him. Conan reveals that after the culprit killed Hirasaka, he locked the room from the outside, and used one of the giant Kira posters to slide the key back into its drawer and close it before ripping it into pieces and throwing it into Hirasaka's room. As for the séance room murder, the culprit used the remaining posters, rolled them up, and taped them allowing them to support his weight and giving him the support to leave through the window; a rope tied to the poster allowed him to pull it out with him outside the window and its ripped remains are found in Hirasaka's room. He closed the window with the use of Hirasaka's remote controlled appliance. Conan then points out Mifune as the culprit, evidenced by the wine under his necktie. Mifune confesses and explains he was dating Kira before she died.",/vz44VvUHWkYBId5h07vkfvS5das.jpg,42543,https://vidsrc.to/embed/tv/30983/1/605
1490506,606,Courtroom Confrontation IV: Juror Sumiko Kobayashi (1),"Sumiko Kobayashi is called to be a jury for a murder Tadashi Ishigaki. Toshio Iwamatsu, a burglar who broke into Ishigaki's home, is held accounted for the murder and Eri Kisaki is assigned as his attorney and Reiko Kujo acts as the prosecutor. Kogoro, Ran, and Conan attend the hearing where Ishigaki's housemaid and brother-in-law deliver their testimonies of discovering the body. Unable to find the murder weapon, the court ends without a decision and will resume the day after. During the session, Sumiko notes aloud that the painting in Ishigaki's room is upside down prompting Kogoro and Conan to investigate the room. Inside the painting, they find a document stating Iwamatsu burrowed money from Ishigaki. Conan deduces the culprit took a document and placed the painting upside down in his rush and discovers that a vase in the room is missing after Ishigaki's murder.",/9yJVesdv8GvCOHybFEXc96nvLgQ.jpg,42543,https://vidsrc.to/embed/tv/30983/1/606
1490507,607,Courtroom Confrontation IV: Juror Sumiko Kobayashi (2),"Due to the housemaid's behavior, Conan pressures the housemaid about the vase. That night, Kogoro and Conan ambush her in the middle of returning the vase to the crime scene. The next day, court resumes and Reiko presents the documents pertaining Ishigaki's burrowed money and the murder weapon found in a distant pound. Eri calls the maid up as a witness who explains she found the vase at a garbage collection point. Eri then calls upon Kogoro whom Conan tranquilizes and reveals the culprit to be the brother-in-law, Tooru Tsukano. Conan explains that after Tsukano murdered Ishigaki, he took a document, hunt up the painting, and hid behind the door as Iwamatsu entered the room and knocks the vase to Tsukano's feet. Tsukano hides the knife and gloves inside the vase and leaves the vase at the garbage collection point and establish and alibi. He then afterwards placed the knife in the park and disposes the gloves he used to commit the murder.",/3JmEUWjuenOwekmdT4GEaQ8hiWo.jpg,42543,https://vidsrc.to/embed/tv/30983/1/607
1490508,608,White Day of Betrayal (1),"Kogoro appears in a commercial to promote white chocolate for White Day and is invited to a chocolate company's party. Kogoro, Ran, and Conan attend and are introduced to the company presidents, Taruto Urai and his wife Hoshie Urai. During the party, Taruto dies from cyanide poisoning. Inspector Megure and his Officers are called to investigate the death. The investigation leads Hoshie to be the prime suspect. As she is taken away to be searched, Hoshie trips and falls on a table causing many lemon tea glasses to shatter. Meanwhile, evidence of a medicinal wafer containing poison is found in Urai's mouth suggesting suicide. Conan is ascertain Hoshie to be the culprit and investigates on how she delivered the poison to her husband.",/4oKauRNgWES6zrUzgRf2hRKITIM.jpg,42543,https://vidsrc.to/embed/tv/30983/1/608
1490509,609,White Day of Betrayal (2),"Conan investigates and upon discovering the method, tranquilizers Kogoro and explains how Hoshie committed the murder. He explains the burn marks on Hoshie's napkin indicate cyanide was on the napkin and the poison was placed on a lemon slice. Conan elaborates explaining how Taruto was famously known to hate sour things, and had planned to surprise his guest by eating sour food with the use of synsepalum dulcificum. Upon testing if the synsepalum dulcificum was still in effect, Taruto ate the poisoned lemon slice. While down, Hoshie took the lemon and placed the medicinal wafer in her husband's mouth and hid the lemon slice among the others during her fall. Conan concludes that Hoshie's fingerprint and Taruto's saliva should be on the poisoned lemon slice. Hoshie confesses revealing her motive is revenge for her former boyfriend who Taruto pushed to suicide.",/9ivuVbIVwYwcCcVxDAyk5ljOdye.jpg,42543,https://vidsrc.to/embed/tv/30983/1/609
1490510,610,The Victim is Shinichi Kudo,"Heiji and Kazuha arrive at the Mori Detective agency revealing he was hired by a man named Shinichi Inubushi, one of the eight illegitimate children of the rich Tsunechika Inubushi. After Tsunechika's death, the health of his wife, Satomi, begins to fail and subsequently two of the illegitimate children are murdered. Believing the murderer is after the inheritance, Shinichi surrenders his share and takes up his mother's surname, Kudo, and has Heiji investigate the murders. Heiji and Conan drop by Kudo's home only to find out from his personal care assistant, Funae Abukawa, that he is asleep. After half an hour, they discover Kudo dead from Carbon monoxide poisoning caused by a single charcoal burner. Their investigation reveals Abukawa is the murderer, as Kudo's body revealed he died much earlier and a single charcoal burner would take too long to fill the entire room.",/fMe1BRohqhIsWdretc9WgXF2SuP.jpg,42543,https://vidsrc.to/embed/tv/30983/1/610
