mediaContentId,tmdbId,title,original_title,overview,release_date,poster_path,backdrop_path,tmdb_vote,vote_count,popularity,dtype,originalLanguage,cast,director
7206,427,Mon Oncle,Mon oncle,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",1958-05-10,/wH6RyPiXFy8INLbViVkchLVOmBc.jpg,/hSbkxFnGi99pueUze7KUJuy9CWE.jpg,7.418,613,1.2767,MOVIE,fr,"Jacques Tati, Jean-Pierre Zola, Adrienne Servantie, Lucien Frégis, Betty Schneider",Jacques Tati
7208,3022,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,"Dr. Jekyll believes good and evil exist in everyone and creates a potion that allows his evil side, Mr. Hyde, to come to the fore. He faces horrible consequences when he lets his dark side run amok.",1941-08-12,/2GDdW84XSX3BYMJ9tmnFkZOGJyB.jpg,/AlYEWpTN09IKc2nxj1eHu4zpfsZ.jpg,6.511,186,1.5867,MOVIE,en,"Spencer Tracy, Ingrid Bergman, Lana Turner, Donald Crisp, Ian Hunter",Victor Fleming
7209,778,Monsieur Hulot's Holiday,Les vacances de Monsieur Hulot,"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",1953-02-25,/r4F4tsU0Ajeh9ZYUkWOJSYmioj7.jpg,/dK6s1EMpMcUwBHpiYVMBiTdgdvy.jpg,6.924,522,1.4446,MOVIE,fr,"Jacques Tati, Nathalie Pascaud, Louis Pérault, Micheline Rolla, Valentine Camax",Jacques Tati
7211,23152,People Will Talk,People Will Talk,"A successful, unorthodox doctor befriends a young woman with suicidal ideations due to her pregnancy by her ex, a military reservist killed in action.",1951-08-29,/w7wdYUwie8kBsEojZCF5gbTfVii.jpg,/euIGOqxmaKndp4Bd6x1NGyIo0Bs.jpg,7.139,97,1.154,MOVIE,en,"Cary Grant, Jeanne Crain, Finlay Currie, Hume Cronyn, Walter Slezak",Joseph L. Mankiewicz
7212,23567,I Was a Male War Bride,I Was a Male War Bride,"After marrying an American lieutenant with whom he was assigned to work in post-war Germany, a French captain attempts to find a way to accompany her back to the States under the terms of the War Bride Act.",1949-08-26,/gwliIJs9TWlZAcp6k0cx0I81W5e.jpg,/7DAmOH52a1rm4bsdSBV2PJeLDLy.jpg,6.944,144,1.286,MOVIE,en,"Cary Grant, Ann Sheridan, Marion Marshall, Randy Stuart, Bill Neff",Howard Hawks
7215,22584,To Have and Have Not,To Have and Have Not,A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,1944-10-11,/m9RYIio23yClaO3fy5tcpYac1Gf.jpg,/uYRnUnBE4kk5ocvyBckRfMAsZpJ.jpg,7.456,574,1.7408,MOVIE,en,"Humphrey Bogart, Walter Brennan, Lauren Bacall, Dolores Moran, Hoagy Carmichael",Howard Hawks
7216,27725,High Sierra,High Sierra,"Given a pardon from jail, Roy Earle gets back into the swing of things as he robs a swanky resort.",1941-01-23,/fkP6yy25Wja6Sn3AIlZ4F1BWsy0.jpg,/w2IJCEAet5u9UfH8CRHG6LSIuEP.jpg,7.055,353,1.6658,MOVIE,en,"Ida Lupino, Humphrey Bogart, Alan Curtis, Arthur Kennedy, Joan Leslie",Raoul Walsh
7217,16227,Dark Passage,Dark Passage,A man convicted of murdering his wife escapes from prison and works with a woman to try and prove his innocence.,1947-09-05,/dvwmiD6qQ05gojrFQRaFbdhbNDF.jpg,/nFCXzdeJbJiYZF6rvSQnkkHAL7G.jpg,7.297,350,1.5228,MOVIE,en,"Humphrey Bogart, Lauren Bacall, Bruce Bennett, Agnes Moorehead, Tom D'Andrea",Delmer Daves
7218,980,The Ox-Bow Incident,The Ox-Bow Incident,A posse discovers a trio of men they suspect of murder and cow theft and are split between handing them over to the law or lynching them on the spot.,1943-03-11,/1rzmL32QaewQbpO1zbhZKMDn5Gz.jpg,/dmmiwTfk4AraKkK8DwmrXYas5rS.jpg,7.717,429,1.307,MOVIE,en,"Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn, William Eythe",William A. Wellman
7219,16933,They Drive by Night,They Drive by Night,"Joe and Paul Fabrini are Wildcat, or independent, truck drivers who have their own small one-truck business. The Fabrini boys constantly battle distributors, rivals and loan collectors, while trying to make a success of their transport company.",1940-07-26,/uF0X3IMhPIFgbwzlbayUsj4I6Tc.jpg,/4rd9SUlamdxZlLkCBl6A1z24L4e.jpg,6.918,134,0.8696,MOVIE,en,"George Raft, Ann Sheridan, Ida Lupino, Humphrey Bogart, Gale Page",Raoul Walsh
7223,18995,D.O.A.,D.O.A.,"Frank Bigelow is about to die, and he knows it. The accountant has been poisoned and has only 24 hours before the lethal concoction kills him. Determined to find out who his murderer is, Frank, with the help of his assistant and girlfriend, Paula, begins to trace back over his last steps. As he frantically tries to unravel the mystery behind his own impending demise, his sleuthing leads him to a group of crooked businessmen and another murder.",1949-12-23,/m7wZXWOt9XQKJT8r9pbAFo7jB46.jpg,/rsl2YCe2bSeni2qGdaMoDBS7sLo.jpg,6.899,198,1.1859,MOVIE,en,"Edmond O'Brien, Pamela Britton, Luther Adler, Beverly Garland, Lynn Baggett",Rudolph Maté
7225,5205,Pumping Iron,Pumping Iron,Amateur and professional bodybuilders prepare for the 1975 Mr. Olympia and Mr. Universe contests as five-time champion Arnold Schwarzenegger defends his Mr. Olympia title against Serge Nubret and the shy young Lou Ferrigno.,1977-01-18,/24bh2SaydGoP9Jsi7eP2TkWGkLd.jpg,/pqpOzayMENfhXNE9wzXdRGwUSho.jpg,7.098,523,1.5248,MOVIE,en,"Arnold Schwarzenegger, Lou Ferrigno, Mike Katz, Serge Nubret, Franco Columbu","George Butler, Robert Fiore"
7228,14239,Cool World,Cool World,"While incarcerated for murder, cartoonist Jack Deebs found escape by creating Cool World, a series featuring a voluptuous femme fatale named Holli Would. But the artist becomes a prisoner of his own fantasies when Holli transports Jack into Cool World with a scheme to seduce him and bring herself to life. Hard-boiled detective Frank Harris – the only other human in Cool World – cautions Jack with the law: Noids (humans) don't have sex with doodles (cartoons). However, flesh proves weaker than ink as Holli takes human form in Las Vegas, staring in a trans-universal chase that threatens the destruction of both worlds.",1992-07-10,/mqzRUHNtFwmgJCmSnvq3JnX0xgZ.jpg,/uRUAwzXOU75vmO0CD1RzY0CaZ8d.jpg,5.7,798,3.0785,MOVIE,en,"Kim Basinger, Gabriel Byrne, Brad Pitt, Michele Abrams, Deirdre O'Connell",Ralph Bakshi
7234,405,La Strada,La strada,"When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.",1954-09-23,/rwjbT0zlsUDMztaCcWjlWuxaEL1.jpg,/p6qM3hlviWYIgpPq4zNwrttn6Io.jpg,7.907,1161,1.9282,MOVIE,it,"Giulietta Masina, Anthony Quinn, Richard Basehart, Aldo Silvani, Marcella Rovere",Federico Fellini
7235,9696,Ichi the Killer,殺し屋1,"As sadomasochistic yakuza enforcer Kakihara searches for his missing boss he comes across Ichi, a repressed and psychotic killer who may be able to inflict levels of pain that Kakihara has only dreamed of.",2001-12-22,/k8j4YLZlda98dqp9ErymKzjYowG.jpg,/j3P5wkyiigZW8aeogoZoiNIZySL.jpg,6.988,1093,4.1417,MOVIE,ja,"Tadanobu Asano, Nao Omori, Shinya Tsukamoto, SABU, Paulyn Sun",Takashi Miike
7236,4917,A Boy and His Dog,A Boy and His Dog,"Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats.",1975-03-23,/dMbkoFzD5sEQvEaqRsIh4pTBJVq.jpg,/sWOQBQYkJvm8W7HGk6J8OAjPl2V.jpg,6.291,382,1.5972,MOVIE,en,"Don Johnson, Susanne Benton, Jason Robards, Tim McIntire, Alvy Moore",L.Q. Jones
7238,5055,Ashes and Diamonds,Popiół i diament,"A young academy soldier, Maciek Chelmicki, is ordered to shoot the secretary of the KW PPR. A coincidence causes him to kill someone else. Meeting face to face with his victim, he gets a shock. He faces the necessity of repeating the assassination.  He meets Krystyna, a girl working as a barmaid in the restaurant of the ""Monopol"" hotel. His affection for her makes him even more aware of the senselessness of killing at the end of the war. Loyalty to the oath he took, and thus the obligation to obey the order, tips the scales.",1958-10-03,/nE8aqRvVnRQEqskiarnFhdJdk8g.jpg,/1QlZ3Kge4bCH01V3VibxckeVIiu.jpg,7.403,278,1.3217,MOVIE,pl,"Zbigniew Cybulski, Ewa Krzyżewska, Wacław Zastrzeżynski, Adam Pawlikowski, Bogumił Kobiela",Andrzej Wajda
7243,3059,Intolerance: Love's Struggle Throughout the Ages,Intolerance: Love's Struggle Throughout the Ages,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",1916-09-04,/lJCabs4TMOsKfnl0BmA5Hf16Ezb.jpg,/5s5Vau1tCvoQaaTTTGk4Qux8CcH.jpg,7.1,374,1.3341,MOVIE,en,"Lillian Gish, Mae Marsh, Robert Harron, F.A. Turner, Sam De Grasse",D.W. Griffith
7245,28586,Tormented,Tormented,A jazz pianist is haunted by his dead ex-lover's crawling hand and floating head.,1960-09-22,/8sGHAZVgizrAO2ixNliGVLDgZwg.jpg,/rJq9d4A3XjaReMHuLSt4p99Agpk.jpg,4.974,58,0.945,MOVIE,en,"Richard Carlson, Susan Gordon, Lugene Sanders, Juli Reding, Joe Turkel",Bert I. Gordon
7247,11708,Chitty Chitty Bang Bang,Chitty Chitty Bang Bang,"A hapless inventor finally finds success with a flying car, which a dictator from a foreign government sets out to take for himself.",1968-12-17,/wJ62FzGeCAs6PjCIK1as6xzdIY5.jpg,/vOl8p3u3MKjACtpTn6CV3BB7HY.jpg,6.816,730,3.2259,MOVIE,en,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle",Ken Hughes
7248,27329,Company Town,Company Town,,,,,0.0,0,1.3901,SERIES,en,"Michael Michele, Sherry Stringfield, Blair Underwood, Catherine Bell, Gary Cole",
7251,17736,Where the Day Takes You,Where the Day Takes You,"King is a young man, but he's already a veteran of life on the streets of Los Angeles. The de facto leader of a group of teenage runaways, King acts as a mentor to troubled kids such as gay hustler Little J and junkie Greg. When Heather, a beautiful girl from Chicago, starts hanging out with King and his crew, it changes the dynamic of the gang. However, it seems as though nothing will alter their dangerous lifestyle.",1992-09-11,/6W7pwB1o601kN8zySjHNz5X3QDK.jpg,/pU1ZTgYWlbLqPtTY8sWo2AEiXvP.jpg,6.1,62,1.3275,MOVIE,en,"Sean Astin, Lara Flynn Boyle, Peter Dobson, Balthazar Getty, Ricki Lake",Marc Rocco
7254,1954,The Butterfly Effect,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",2004-01-17,/ea5iv7TWMh18fOKoRGgmtcg85Gx.jpg,/yriYPLqyFqPW0QXaegT1KmWXk9a.jpg,7.575,8184,6.3952,MOVIE,en,"Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson, William Lee Scott","Eric Bress, J. Mackye Gruber"
7255,13476,Win a Date with Tad Hamilton!,Win a Date with Tad Hamilton!,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.",2004-01-23,/5kXxbKlIEgMv0t8hLtZ3hfKLmG7.jpg,/xSQF9wV5geTvcXhKGDpsvJwNEp2.jpg,5.711,512,1.7131,MOVIE,en,"Kate Bosworth, Topher Grace, Josh Duhamel, Nathan Lane, Sean Hayes",Robert Luketic
7256,11194,Touching the Void,Touching the Void,"The true story of Joe Simpson and Simon Yates' disastrous and nearly-fatal mountain climb of 6,344m Siula Grande in the Cordillera Huayhuash in the Peruvian Andes in 1985.",2003-09-05,/fsydA5H8FSDaYlYWddfMpMpDUX.jpg,/m0WQZszgmtb1dxH5AnXhOX5tM6J.jpg,7.554,454,1.5182,MOVIE,en,"Brendan Mackey, Nicholas Aaron, Ollie Ryall, Joe Simpson, Richard Hawking",Kevin Macdonald
7257,12634,Blue Seed,ブルーシード,"Momiji Fujimiya, is a descendant of the mythical Princess Kushinada. When Japan is menaced by Aragami spawned by Yamato-no-Orochi, Momiji is intended to be sacrificed to appease the Aragami. She instead, however, becomes a member of the Terrestrial Administration Center, a secret agency charged with fighting them.",1994-10-15,/xYigwpjKqbhEHDs8c1mlygs7vxQ.jpg,/eiz7M9HqWE8UVhe8cn6WmBdqeJS.jpg,6.875,16,6.1506,SERIES,ja,"Megumi Hayashibara, Kazuhiko Inoue, Kotono Mitsuishi, Ai Orikasa, Akio Otsuka",
7258,13505,The Perfect Score,The Perfect Score,Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,2004-01-30,/xflTliVBvCztaLzTJx9luHnSqwD.jpg,/6I9r2ZTp2ZtNjD4hYD62UHF0fDn.jpg,5.829,515,1.9845,MOVIE,en,"Chris Evans, Bryan Greenberg, Scarlett Johansson, Erika Christensen, Darius Miles",Brian Robbins
7259,14114,You Got Served,You Got Served,"At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers — and their moves — two warring friends have to pull together to represent the street.",2004-01-30,/nFwT3QisWFQa3Wlfnw1gC458xJn.jpg,/1NSRfeWDoZXCLdgYrG1GvJj8JZL.jpg,6.334,465,2.8955,MOVIE,en,"Marques Houston, Omarion, J-Boog, Lil' Fizz, Jennifer Freeman",Chris Stokes
7260,15708,Latter Days,Latter Days,"Christian, a hunky, 20-something, West Hollywood party boy gets more than he bargains for when he tries to seduce Aaron, a sexually confused Mormon missionary who moves into his apartment complex.",2004-01-30,/uwzJL11Xp6h8stocOz6E8e2LWtB.jpg,/lAqRSGKRcLog0mYJJG9uQ3mmPPn.jpg,6.847,272,1.7098,MOVIE,en,"Steve Sandvoss, Wes Ramsey, Jacqueline Bisset, Joseph Gordon-Levitt, Rebekah Johnson",C. Jay Cox
7261,21301,Dogshitter Wants,Dogshitter Wants,"Dogshitter Wants is a series of ten short cartoons broadcast during the early hours of the morning on MTV2. The programme was made by Matt Miller and Dominic del Torto in Flash. It is self-proclaimed, ""Officially the most best insane cartoon."" It was puzzling statements such as these, in particular, that helped it gain initial notoriety. It also sparked immediate controversy through its inflammatory name and subliminal content.

Dogshitter Wants is a cult show and a vehicle for the surreal sketches and word play of del Torto and Miller. Although ostensibly concerned with jokes about cultural figures like Elton John & Michel Gondry, quite large parts of the show were impenetrably obscure, and were probably only fully understood by the creators and their immediate friends and associates, particularly those who were part of the dot com industry centred around Brick Lane in London, England.

Dogshitter Wants, although only achieving minor commercial success, takes a small place in the peculiar tradition of English psychedelia and wordplay influenced by Lewis Carroll.

The shows were produced in the Biganimal studios in the Old Truman Brewery in Brick Lane.

The music of alternate electronica band Add n to (x) feature in each episode, but were not broadcast by MTV2 for copyright reasons. The studio created original music for broadcast under the name Terrirer Sex Tantrum. The original music remains on the Dogshitter Wants website.",,,,0.0,0,0.0604,SERIES,en,,
7262,20483,Catch That Kid,Catch That Kid,"A determined twelve-year-old mountain climber takes drastic action to save her injured father by planning a high-stakes bank heist, using her skills and teamwork to navigate the challenge.",2004-02-06,/vNZTtrzrIsIAHzqH3143oWIzFjG.jpg,/pwvjMqOkjTqpCZOd6Gblw9kURoi.jpg,5.605,317,2.5173,MOVIE,en,"Kristen Stewart, Corbin Bleu, Max Thieriot, Jennifer Beals, Sam Robards",Bart Freundlich
7263,14292,Miracle,Miracle,"When college coach Herb Brooks is hired to helm the 1980 U.S. men's Olympic hockey team, he brings a unique and brash style to the ice. After assembling a team of hot-headed college all-stars, who are humiliated in an early match, Brooks unites his squad against a common foe: the heavily-favored Soviet team.",2004-02-06,/mxtej2th8t8x0ufVBTyhsO6Htxj.jpg,/wCcz89uLIjZ7PKwGvrsQTz0vqe2.jpg,7.114,669,2.9481,MOVIE,en,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh",Gavin O'Connor
7264,44539,An Amazing Couple,Un couple épatant,"A woman, concerned by her husband's eccentric behavior, hires a detective to follow his every move -- which yields unexpected results.",2002-09-12,/gCfNIZuDMcKQTzcNDSCP4DkL3KK.jpg,/uhHzbCkiz9TUCDiutgCX5y8VJjx.jpg,5.682,22,0.3137,MOVIE,fr,"Ornella Muti, Valérie Mairesse, Catherine Frot, Dominique Blanc, François Morel",Lucas Belvaux
7265,1278,The Dreamers,The Dreamers,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",2003-10-10,/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg,/vaRCS4CCFXcWz1j9GKd6rGLsQQ2.jpg,7.18,3073,10.1445,MOVIE,en,"Michael Pitt, Eva Green, Louis Garrel, Anna Chancellor, Robin Renucci",Bernardo Bertolucci
7266,18841,The Lost Skeleton of Cadavra,The Lost Skeleton of Cadavra,"A dedicated scientist, aided by his clueless wife, rolls up his shirt sleeves and tries to save the world from a radioactive monster, curious space aliens, an evil scientist and a crabby skeleton.",2001-09-12,/nGUjqu7DotLx6yfakAeqaj8D1FO.jpg,/3oS3h14rd7NjjkNcBydVIzrQuYm.jpg,6.235,86,0.5804,MOVIE,en,"Fay Masterson, Andrew Parks, Susan McConnell, Brian Howe, Jennifer Blaire",Larry Blamire
7282,76176,Da Hip Hop Witch,Da Hip Hop Witch,"5 teenage rappers gets notice of a mysterious witch that supposedly lurks in the ghetto and those who are attacked by her gets a successful hip-hop career. In their search for the witch, they come across various rappers whom already been attacked and retells their experiences.",2000-10-31,/xDWZQWzu3b4SryUxjfxoLebMLHk.jpg,/hcRuMAAqnEvzp2G6uZH6e1flWes.jpg,2.167,21,0.6264,MOVIE,en,"Dale Resteghini, Mia Tyler, Eminem, Ja Rule, Pras Michel",Dale Resteghini
7285,11023,Thirteen,Thirteen,"When 13-year-old Tracy befriends Evie, the most popular girl in school, her life is turned upside down as Evie introduces her to a world of sex, drugs, and money. But it isn’t long before Tracy’s new lifestyle begins to take a heavy toll on her and her family.",2003-08-20,/uzTLlZrNF6rMPBh5mUQu6vLnTtX.jpg,/ow2boWFZWza7D4qDvJohg9GJVoH.jpg,6.677,1748,4.2292,MOVIE,en,"Evan Rachel Wood, Nikki Reed, Holly Hunter, Brady Corbet, Jeremy Sisto",Catherine Hardwicke
7292,11221,Best Defense,Best Defense,An engineer fails to get the bugs out of a tank before an Army officer has to use it in Kuwait.,1984-07-20,/uBXYsO3jUU3H59YBILMPHbN9wiP.jpg,/A0e7n4Qe19TvnGQIwe8QkGrDLtv.jpg,4.335,130,1.2077,MOVIE,en,"Dudley Moore, Eddie Murphy, Kate Capshaw, George Dzundza, Helen Shaver",Willard Huyck
7293,1824,50 First Dates,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",2004-02-13,/lzUI2Cg7OMfcUNv3f7MywYNBjs6.jpg,/gHmR2WIqPqrFzPxqknlOEOgbrrl.jpg,6.871,7690,8.0339,MOVIE,en,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus",Peter Segal
7294,16784,Welcome to Mooseport,Welcome to Mooseport,"A US president who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate.",2004-02-24,/lpaaUiaSZiW8YUoKA17RkV84mAW.jpg,/sr1sY7uJ6MbOBtvWR9IfV1fFxyo.jpg,5.106,188,1.2988,MOVIE,en,"Gene Hackman, Ray Romano, Marcia Gay Harden, Maura Tierney, Christine Baranski",Donald Petrie
7297,11083,Kitchen Stories,Salmer fra kjøkkenet,"Swedish efficiency researchers come to Norway for a study of Norwegian men, to optimize their use of their kitchen. Folke Nilsson (Tomas Norström) is assigned to study the habits of Isak Bjørvik (Joachim Calmeyer). By the rules of the research institute, Folke has to sit on an umpire's chair in Isak's kitchen and observe him from there, but never talk to him. Isak stops using his kitchen and observes Folke through a hole in the ceiling instead. However, the two lonely men slowly overcome the initial post-war Norwegian-Swede distrust and become friends.",2003-05-15,/srIgymX8L1uYlNkRUVbOEYfcGex.jpg,/dwiYVqQj8mWIrRG137hznn3LFue.jpg,6.996,124,1.0439,MOVIE,no,"Joachim Calmeyer, Tomas Norström, Bjørn Floberg, Reine Brynolfsson, Sverre Anker Ousdal",Bent Hamer
7299,337,Monsieur Ibrahim,Monsieur Ibrahim et les Fleurs du Coran,"Paris, 1960s. Momo, a resolute and independent Jewish teenager who lives with his father, a sullen and depressed man, in a working-class neighborhood, develops a close friendship with Monsieur Ibrahim, an elderly Muslim who owns a small grocery store.",2003-09-17,/lS4hx9X5v6cpoCzzQohZs7zD881.jpg,/56uYFEyonCvjlM3lpPchy1LRruH.jpg,7.037,162,1.0502,MOVIE,fr,"Omar Sharif, Pierre Boulanger, Gilbert Melki, Isabelle Renauld, Lola Naymark",François Dupeyron
7301,43376,Diary of a Country Priest,Journal d'un curé de campagne,"An inexperienced, sickly priest shows up in the rural French community of Ambricourt, where he joins the community's clergy. But the locals don't take kindly to the priest, and his ascetic ways and unsociable demeanor make him an outcast. During Bible studies at the nearby girls school, he is continually mocked by his students. Then his attempt to intervene in a family feud backfires into a scandal. His failures, compounded with his declining health, begin to erode his faith.",1951-02-07,/mft7ZJqHxUyFaLL3ZYXX1MN2Gro.jpg,/luytZGyalDVIBy2jDk51EKV45T8.jpg,7.5,285,0.9123,MOVIE,fr,"Claude Laydu, Jean Riveyre, Adrien Borel, Rachel Bérendt, Nicole Maurey",Robert Bresson
7302,28963,The Thief of Bagdad,The Thief of Bagdad,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,1924-03-18,/8t4CJ591N2FATf2yUiQNQk9p0tB.jpg,/cuMvdjZVYKeCLBtWFc2FDiNAsUR.jpg,7.327,179,1.7637,MOVIE,en,"Douglas Fairbanks, Snitz Edwards, Charles Belcher, Julanne Johnston, Sôjin Kamiyama",Raoul Walsh
7303,2576,The Diary of Anne Frank,The Diary of Anne Frank,"The true, harrowing story of a young Jewish girl who, with her family and their friends, is forced into hiding in an attic in Nazi-occupied Amsterdam.",1959-03-18,/i7kUdUAF9eTxQG7GdR6lKUK96En.jpg,/t5rUpe1MwGP0JwMLbfaMJvAfUsG.jpg,7.176,373,1.8041,MOVIE,en,"Millie Perkins, Joseph Schildkraut, Shelley Winters, Richard Beymer, Gusti Huber",George Stevens
7304,22561,Eating with the Enemy,Eating with the Enemy,Home cooks compete to impress four of the country's toughest and most feared food critics,,,,0.0,0,0.0529,SERIES,en,,
7305,19345,Black Widow,Black Widow,"Federal agent Alexandra Barnes believes that Catherine Petersen is a serial killer who marries rich men and then murders them for their money. But since Catherine is seemingly a master of disguise and has multiple identities, Alexandra can't prove anything with conventional detective work. With no other option, she goes undercover, pursuing the same man as Catherine, and hoping that Catherine will slip up and reveal her true identity.",1987-02-06,/zTkwd9XPlwdS2fdUuxuUYQ5wTkr.jpg,/xvt55bd9icHideORq3X2pVyohKn.jpg,6.169,222,2.0575,MOVIE,en,"Debra Winger, Theresa Russell, Sami Frey, Dennis Hopper, Nicol Williamson",Bob Rafelson
7306,14430,Herod's Law,La ley de Herodes,"In the 1940s, a small Mexican town has seen its last three mayors assassinated in rapid succession. A naive janitor is recruited to become the new mayor, and he believes he will modernize the little town and usher in a reign of peace. But the system corrupts him very quickly, and he takes to abusing his power while associating with an unscrupulous assortment of opportunists, hypocrites and criminals.",1999-11-09,/653dXbr6dXffXG0oN8OfZGShFRP.jpg,/jVdPh0yUYnZZuNiwqP6BcZhDYZT.jpg,7.951,204,1.4323,MOVIE,es,"Damián Alcázar, Pedro Armendáriz Jr., Isela Vega, Salvador Sánchez, Juan Carlos Colombo",Luis Estrada
7307,12775,Flesh + Blood,Flesh + Blood,"A band of medieval mercenaries take revenge on a noble Lord who stiffs them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.",1985-08-30,/bjUYC4uC82oASTMPkb6iGCYOO2e.jpg,/1bkt7iYDDLHsPCINaplT3rQ116N.jpg,6.578,435,2.2565,MOVIE,en,"Rutger Hauer, Jennifer Jason Leigh, Tom Burlinson, Jack Thompson, Susan Tyrrell",Paul Verhoeven
7308,9838,King Solomon's Mines,King Solomon's Mines,"Ever in search of adventure, explorer Allan Quatermain agrees to join the beautiful Jesse Huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of King Solomon. As the kidnappers, led by sinister German military officer Bockner, journey into the wilds of Africa, Allan and Jesse track the party and must contend with fierce natives and dangerous creatures, among other perils.",1985-11-22,/kpaW2gh0hjMPwoz30JL3gRKi2Ho.jpg,/aVgqxRQ8M8aJnfO1eUZEmNJSTxm.jpg,5.421,468,2.0744,MOVIE,en,"Richard Chamberlain, Sharon Stone, Herbert Lom, John Rhys-Davies, Ken Gampu",J. Lee Thompson
7310,2099,Raw Deal,Raw Deal,"Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang.",1986-06-06,/1Y2GgDyNJFELoSIVlRhFQSs23Uo.jpg,/eJ1UkFvKCQUqVW5lswBMYMRKn4Q.jpg,5.8,892,3.572,MOVIE,en,"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar, Robert Davi",John Irvin
7311,42852,"Goodbye, Mr. Chips","Goodbye, Mr. Chips","Over several decades throughout the late 19th-century and early 20th-century, Mr Arthur Chipping rises from a shy, nervous teacher to the beloved, revered headmaster of Brookfield School, with his life and career shaped by his love for his wife and his unwavering dedication to his students.",1939-07-28,/1M8yXsSglaW3CdUSX7uAxurwLtp.jpg,/d9ThwpGXncwXLGk3jNOK1Xyrv5M.jpg,7.373,138,1.1789,MOVIE,en,"Robert Donat, Greer Garson, Terry Kilburn, John Mills, Paul Henreid",Sam Wood
7312,40454,"Follow Me, Boys!","Follow Me, Boys!","Lem Siddons is part of a traveling band who has a dream of becoming a lawyer. Deciding to settle down, he finds a job as a stockboy in the general store of a small town. Trying to fit in, he volunteers to become scoutmaster of the newly formed Troop 1. Becoming more and more involved with the scout troop, he finds his plans to become a lawyer being put on the back burner, until he realizes that his life has been fulfilled helping the youth of the small town.",1966-12-01,/f9K6Opys2zr5B64EbfsnuxPmbRh.jpg,/xf5vP9v5DeJkiidaWfk4TbHdJtD.jpg,6.661,31,0.8719,MOVIE,en,"Fred MacMurray, Vera Miles, Lillian Gish, Charles Ruggles, Elliott Reid",Norman Tokar
